date,VND,demand,supply
2021-01-26,42.55,2932,1554
2021-01-25,44.60,2247,1239
2021-01-22,45.25,2991,1754
2021-01-21,46.50,1858,1285
2021-01-20,45.50,3041,2126
2021-01-19,45.25,2337,1795
2021-01-18,48.65,1561,1698
2021-01-15,48.85,2229,2266
2021-01-14,48.85,1600,1671
2021-01-13,48.45,1663,1664
2021-12-01,48.75,2058,1703
2021-11-01,48.25,3406,1803
2021-08-01,48.50,2016,2179
2021-07-01,48.90,1680,1984
2021-06-01,48.80,2586,3442
2021-05-01,47.90,2434,1356
2021-04-01,48.25,1656,1846
2020-12-31,47.90,2252,1843
2020-12-30,48.05,1702,2568
2020-12-29,48.35,2414,3766
2020-12-28,47.45,2038,3213
2020-12-25,46.60,2990,1928
2020-12-24,45.50,4232,2317
2020-12-23,46.60,2560,1986
2020-12-22,46.85,3725,1730
2020-12-21,47.45,2906,2285
2020-12-18,47.00,1811,2774
2020-12-17,46.40,3480,2684
2020-12-16,47.40,1927,3332
2020-12-15,46.10,3286,3063
2020-12-14,46.50,2545,2694
2020-11-12,45.80,3341,4763
2020-10-12,43.95,3924,4452
2020-09-12,43.80,3671,4405
2020-08-12,42.70,3139,2951
2020-07-12,43.00,3616,4930
2020-04-12,41.65,2745,3597
2020-03-12,41.60,2095,2398
2020-02-12,41.50,2378,1811
2020-01-12,41.70,4551,2060
